vessel_id,ts,lat,lon,speed_knots,course_deg,status
V001,2026-09-11T05:40:00+00:00,19.68731,86.39044,15.4,167.0,underway
V001,2026-09-11T06:00:00+00:00,19.6135,86.41395,13.8,163.2,underway
V001,2026-09-11T06:20:00+00:00,19.54036,86.43638,13.6,163.8,underway
V001,2026-09-11T06:40:00+00:00,19.5301,86.4503,12.8,345.0,underway
V001,2026-09-11T07:00:00+00:00,19.59922,86.44648,12.4,357.0,underway
V001,2026-09-11T07:20:00+00:00,19.66857,86.4631,12.7,12.8,underway
V001,2026-09-11T07:40:00+00:00,19.73523,86.45506,12.0,353.5,underway
V001,2026-09-11T08:00:00+00:00,19.77842,86.42871,14.1,185.6,underway
V001,2026-09-11T08:20:00+00:00,19.70773,86.43594,12.7,174.5,underway
V001,2026-09-11T08:40:00+00:00,19.64657,86.46028,11.7,159.3,underway
V001,2026-09-11T09:00:00+00:00,19.57213,86.46152,13.3,179.1,underway
V001,2026-09-11T09:20:00+00:00,19.52703,86.43436,14.2,352.0,underway
V001,2026-09-11T09:40:00+00:00,19.59963,86.39655,14.5,333.7,underway
V001,2026-09-11T10:00:00+00:00,19.68538,86.38263,15.5,351.2,underway
V001,2026-09-11T10:20:00+00:00,19.75105,86.35976,12.4,341.7,underway
V001,2026-09-11T10:40:00+00:00,19.77347,86.37665,14.2,163.0,underway
V001,2026-09-11T11:00:00+00:00,19.70638,86.39666,12.5,164.2,underway
V001,2026-09-11T11:20:00+00:00,19.63016,86.42272,14.4,162.0,underway
V001,2026-09-11T11:40:00+00:00,19.55624,86.46268,14.9,152.9,underway
V001,2026-09-11T12:00:00+00:00,19.53209,86.45734,11.8,341.9,underway
V001,2026-09-11T12:20:00+00:00,19.59279,86.40839,13.7,322.6,underway
V001,2026-09-11T12:40:00+00:00,19.66552,86.38305,13.7,341.7,underway
V001,2026-09-11T13:00:00+00:00,19.73155,86.34531,13.5,331.5,underway
V001,2026-09-11T13:20:00+00:00,19.75939,86.34435,14.3,147.7,underway
V001,2026-09-11T13:40:00+00:00,19.68995,86.38018,13.8,153.9,underway
V001,2026-09-11T14:00:00+00:00,19.60462,86.39689,15.5,169.5,underway
V001,2026-09-11T14:20:00+00:00,19.5382,86.41994,12.5,161.8,underway
V001,2026-09-11T14:40:00+00:00,19.52864,86.44389,12.5,347.8,underway
V001,2026-09-11T15:00:00+00:00,19.60991,86.44856,14.6,3.1,underway
V001,2026-09-11T15:20:00+00:00,19.69543,86.43055,15.6,348.7,underway
V001,2026-09-11T15:40:00+00:00,19.77647,86.44241,15.0,191.5,underway
V002,2026-09-09T04:00:00+00:00,20.29366,86.54606,9.9,355.9,underway
V002,2026-09-09T04:20:00+00:00,20.33262,86.60551,9.9,15.3,underway
V002,2026-09-09T04:40:00+00:00,20.37753,86.6629,12.1,182.1,underway
V002,2026-09-09T05:00:00+00:00,20.3937,86.72572,9.3,170.9,underway
V002,2026-09-09T05:20:00+00:00,20.39498,86.79517,8.9,164.3,underway
V002,2026-09-09T05:40:00+00:00,20.37276,86.88049,11.2,155.4,underway
V002,2026-09-09T06:00:00+00:00,20.33475,86.9868,11.7,145.4,underway
V002,2026-09-09T06:20:00+00:00,20.33461,86.99186,11.9,311.6,underway
V002,2026-09-09T06:40:00+00:00,20.36277,86.93427,11.0,297.4,underway
V002,2026-09-09T07:00:00+00:00,20.38431,86.88088,9.8,293.2,underway
V002,2026-09-09T07:20:00+00:00,20.40803,86.83425,9.0,298.3,underway
V002,2026-09-09T07:40:00+00:00,20.45685,86.78539,12.0,316.6,underway
V002,2026-09-09T08:00:00+00:00,20.47323,86.77044,12.2,115.5,underway
V002,2026-09-09T08:20:00+00:00,20.43639,86.82252,11.0,126.9,underway
V002,2026-09-09T08:40:00+00:00,20.38912,86.86854,11.5,137.4,underway
V002,2026-09-09T09:00:00+00:00,20.34918,86.90775,9.8,137.2,underway
V002,2026-09-09T09:20:00+00:00,20.30877,86.94128,9.2,141.9,underway
V002,2026-09-09T09:40:00+00:00,20.30288,86.94568,11.5,336.2,underway
V002,2026-09-09T10:00:00+00:00,20.35586,86.92154,10.3,336.7,underway
V002,2026-09-09T10:20:00+00:00,20.41316,86.90501,10.6,344.8,underway
V002,2026-09-09T10:40:00+00:00,20.47806,86.90642,11.6,1.2,underway
V002,2026-09-09T11:00:00+00:00,20.54399,86.91118,11.9,188.4,underway
V002,2026-09-09T11:20:00+00:00,20.48172,86.92395,11.4,169.0,underway
V002,2026-09-09T11:40:00+00:00,20.41775,86.92281,11.5,181.0,underway
V002,2026-09-09T12:00:00+00:00,20.35878,86.90102,11.2,199.2,underway
V002,2026-09-09T12:20:00+00:00,20.3098,86.89865,8.8,182.6,underway
V002,2026-09-09T12:40:00+00:00,20.29214,86.88922,12.5,1.0,underway
V002,2026-09-09T13:00:00+00:00,20.35018,86.88499,10.4,356.1,underway
V002,2026-09-09T13:20:00+00:00,20.39519,86.86581,8.7,338.1,underway
V002,2026-09-09T13:40:00+00:00,20.4453,86.84579,9.6,339.4,underway
V002,2026-09-09T14:00:00+00:00,20.49574,86.81481,10.4,329.9,underway
V002,2026-09-09T14:20:00+00:00,20.50852,86.79694,12.3,135.2,underway
V002,2026-09-09T14:40:00+00:00,20.46462,86.82265,9.0,151.1,underway
V002,2026-09-09T15:00:00+00:00,20.4074,86.85474,11.6,152.1,underway
V002,2026-09-09T15:20:00+00:00,20.34949,86.88866,11.9,151.1,underway
V002,2026-09-09T15:40:00+00:00,20.29799,86.90337,9.6,164.9,underway
V002,2026-09-09T16:00:00+00:00,20.29263,86.90358,9.5,354.9,underway
V002,2026-09-09T16:20:00+00:00,20.351,86.90451,10.5,0.9,underway
V002,2026-09-09T16:40:00+00:00,20.39918,86.91789,8.9,14.7,underway
V002,2026-09-09T17:00:00+00:00,20.44585,86.94773,9.8,31.1,underway
V002,2026-09-09T17:20:00+00:00,20.50649,86.96253,11.1,13.0,underway
V002,2026-09-09T17:40:00+00:00,20.53397,86.94716,11.0,204.5,underway
V002,2026-09-09T18:00:00+00:00,20.47431,86.92692,11.2,197.7,underway
V002,2026-09-09T18:20:00+00:00,20.41836,86.89869,11.1,205.5,underway
V002,2026-09-09T18:40:00+00:00,20.36054,86.887,10.5,190.8,underway
V002,2026-09-09T19:00:00+00:00,20.2932,86.87405,12.5,7.5,underway
V002,2026-09-09T19:20:00+00:00,20.34558,86.86573,9.5,351.5,underway
V002,2026-09-09T19:40:00+00:00,20.40872,86.85521,11.4,351.1,underway
V002,2026-09-09T20:00:00+00:00,20.46451,86.83655,10.5,342.5,underway
V002,2026-09-09T20:20:00+00:00,20.531,86.82951,12.6,152.5,underway
V002,2026-09-09T20:40:00+00:00,20.48134,86.85471,9.9,154.4,underway
V002,2026-09-09T21:00:00+00:00,20.43785,86.89642,10.5,137.9,underway
V002,2026-09-09T21:20:00+00:00,20.40621,86.93718,8.9,129.4,underway
V002,2026-09-09T21:40:00+00:00,20.3613,86.99451,12.6,129.7,underway
V002,2026-09-09T22:00:00+00:00,20.33708,86.99412,10.2,310.2,underway
V002,2026-09-09T22:20:00+00:00,20.39472,86.95417,12.3,326.8,underway
V002,2026-09-09T22:40:00+00:00,20.4268,86.91337,9.0,309.8,underway
V002,2026-09-09T23:00:00+00:00,20.46795,86.8764,9.7,319.7,underway
V002,2026-09-09T23:20:00+00:00,20.51079,86.82953,11.0,314.1,underway
V002,2026-09-09T23:40:00+00:00,20.52223,86.81426,9.7,144.8,underway
V002,2026-09-10T00:00:00+00:00,20.48658,86.86038,10.1,129.3,underway
V002,2026-09-10T00:20:00+00:00,20.44377,86.91591,12.1,129.3,underway
V002,2026-09-10T00:40:00+00:00,20.41413,86.96074,9.3,125.0,underway
V002,2026-09-10T01:00:00+00:00,20.36356,87.00111,11.3,143.0,underway
V002,2026-09-10T01:20:00+00:00,20.34511,87.00074,11.5,305.6,underway
V002,2026-09-10T01:40:00+00:00,20.37522,86.95007,10.1,302.2,underway
V002,2026-09-10T02:00:00+00:00,20.39148,86.89384,9.9,287.0,underway
V002,2026-09-10T02:20:00+00:00,20.40116,86.83576,10.0,280.0,underway
V002,2026-09-10T02:40:00+00:00,20.40832,86.76293,12.4,275.9,underway
V002,2026-09-10T03:00:00+00:00,20.40709,86.75794,8.7,84.7,underway
V002,2026-09-10T03:20:00+00:00,20.40304,86.81474,9.6,94.3,underway
V002,2026-09-10T03:40:00+00:00,20.4159,86.87339,10.2,76.9,underway
V002,2026-09-10T04:00:00+00:00,20.41441,86.92615,8.9,91.7,underway
V002,2026-09-10T04:20:00+00:00,20.39354,86.99136,11.6,108.7,underway
V002,2026-09-10T04:40:00+00:00,20.37258,87.01653,9.7,291.4,underway
V002,2026-09-10T05:00:00+00:00,20.37636,86.95,11.3,273.4,underway
V002,2026-09-10T05:20:00+00:00,20.38426,86.89615,9.2,278.8,underway
V002,2026-09-10T05:40:00+00:00,20.41113,86.84187,10.4,297.7,underway
V002,2026-09-10T06:00:00+00:00,20.43381,86.7769,11.7,290.3,underway
V002,2026-09-10T06:20:00+00:00,20.45384,86.76263,10.3,106.1,underway
V002,2026-09-10T06:40:00+00:00,20.45696,86.83155,11.7,87.3,underway
V002,2026-09-10T07:00:00+00:00,20.46489,86.90276,12.1,83.3,underway
V002,2026-09-10T07:20:00+00:00,20.46909,86.95837,9.4,85.4,underway
V002,2026-09-10T07:40:00+00:00,20.48332,87.00699,12.3,239.3,underway
V002,2026-09-10T08:00:00+00:00,20.44853,86.95281,11.1,235.8,underway
V002,2026-09-10T08:20:00+00:00,20.39782,86.90558,12.1,221.3,underway
V002,2026-09-10T08:40:00+00:00,20.34595,86.85823,12.3,220.7,underway
V002,2026-09-10T09:00:00+00:00,20.31022,86.82242,9.3,31.0,underway
V002,2026-09-10T09:20:00+00:00,20.35841,86.84913,9.7,27.6,underway
V002,2026-09-10T09:40:00+00:00,20.4199,86.8701,11.6,17.8,underway
V002,2026-09-10T10:00:00+00:00,20.47214,86.8947,10.2,23.9,underway
V002,2026-09-10T10:20:00+00:00,20.5294,86.90926,10.5,13.5,underway
V002,2026-09-10T10:40:00+00:00,20.54248,86.91996,9.1,192.2,underway
V002,2026-09-10T11:00:00+00:00,20.49513,86.90371,8.9,197.9,underway
V002,2026-09-10T11:20:00+00:00,20.43214,86.88205,11.9,198.0,underway
V002,2026-09-10T11:40:00+00:00,20.37743,86.86097,10.4,200.0,underway
V002,2026-09-10T12:00:00+00:00,20.31413,86.84511,11.7,193.3,underway
V002,2026-09-10T12:20:00+00:00,20.29863,86.84908,10.8,18.5,underway
V002,2026-09-10T12:40:00+00:00,20.35009,86.85696,9.3,8.2,underway
V002,2026-09-10T13:00:00+00:00,20.4044,86.86758,9.9,10.5,underway
V002,2026-09-10T13:20:00+00:00,20.4703,86.87392,11.9,5.2,underway
V002,2026-09-10T13:40:00+00:00,20.5185,86.86789,8.7,353.3,underway
V002,2026-09-10T14:00:00+00:00,20.54481,86.87925,10.1,174.7,underway
V002,2026-09-10T14:20:00+00:00,20.4922,86.8748,9.5,184.6,underway
V002,2026-09-10T14:40:00+00:00,20.42752,86.88033,11.6,175.4,underway
V002,2026-09-10T15:00:00+00:00,20.36681,86.88562,10.9,175.3,underway
V002,2026-09-10T15:20:00+00:00,20.3044,86.89763,11.4,169.7,underway
V002,2026-09-10T15:40:00+00:00,20.29263,86.9036,11.8,354.9,underway
V002,2026-09-10T16:00:00+00:00,20.3422,86.91173,9.0,8.8,underway
V002,2026-09-10T16:20:00+00:00,20.39371,86.93681,10.2,24.7,underway
V002,2026-09-10T16:40:00+00:00,20.44346,86.96787,10.3,30.5,underway
V002,2026-09-10T17:00:00+00:00,20.50216,86.99251,11.9,228.8,underway
V002,2026-09-10T17:20:00+00:00,20.48267,86.94263,9.1,247.5,underway
V002,2026-09-10T17:40:00+00:00,20.45464,86.8803,11.7,244.5,underway
V002,2026-09-10T18:00:00+00:00,20.43858,86.80839,12.5,256.7,underway
V002,2026-09-10T18:20:00+00:00,20.42675,86.75764,8.9,93.6,underway
V002,2026-09-10T18:40:00+00:00,20.40227,86.82581,12.3,110.8,underway
V002,2026-09-10T19:00:00+00:00,20.38038,86.88336,10.5,112.0,underway
V002,2026-09-10T19:20:00+00:00,20.35804,86.94872,11.7,109.9,underway
V002,2026-09-10T19:40:00+00:00,20.35011,87.00264,9.2,98.9,underway
V002,2026-09-10T20:00:00+00:00,20.35231,87.00581,9.0,301.6,underway
V002,2026-09-10T20:20:00+00:00,20.39712,86.95775,11.4,314.7,underway
V002,2026-09-10T20:40:00+00:00,20.45517,86.92007,12.2,328.5,underway
V002,2026-09-10T21:00:00+00:00,20.4989,86.86846,11.7,311.9,underway
V002,2026-09-10T21:20:00+00:00,20.51794,86.81843,9.1,292.0,underway
V002,2026-09-10T21:40:00+00:00,20.51063,86.79925,8.8,136.5,underway
V002,2026-09-10T22:00:00+00:00,20.45354,86.84141,12.5,145.1,underway
V002,2026-09-10T22:20:00+00:00,20.40157,86.87296,10.7,150.2,underway
V002,2026-09-10T22:40:00+00:00,20.3465,86.90986,11.7,147.7,underway
V002,2026-09-10T23:00:00+00:00,20.31006,86.95325,9.8,131.7,underway
V002,2026-09-10T23:20:00+00:00,20.30788,86.9564,9.4,331.1,underway
V002,2026-09-10T23:40:00+00:00,20.35937,86.91306,11.8,321.5,underway
V002,2026-09-11T00:00:00+00:00,20.39085,86.85881,10.8,301.6,underway
V002,2026-09-11T00:20:00+00:00,20.43332,86.82293,9.7,321.4,underway
V002,2026-09-11T00:40:00+00:00,20.47906,86.77358,12.0,118.5,underway
V002,2026-09-11T01:00:00+00:00,20.46042,86.83385,10.7,108.1,underway
V002,2026-09-11T01:20:00+00:00,20.44372,86.88239,8.7,110.0,underway
V002,2026-09-11T01:40:00+00:00,20.42594,86.94601,11.2,106.5,underway
V002,2026-09-11T02:00:00+00:00,20.42712,87.00157,9.4,88.7,underway
V002,2026-09-11T02:20:00+00:00,20.41346,87.02564,11.2,272.4,underway
V002,2026-09-11T02:40:00+00:00,20.40026,86.97104,9.5,255.6,underway
V002,2026-09-11T03:00:00+00:00,20.38341,86.91404,10.1,252.6,underway
V002,2026-09-11T03:20:00+00:00,20.36409,86.84978,11.4,252.3,underway
V002,2026-09-11T03:40:00+00:00,20.35535,86.79095,10.1,261.1,underway
V002,2026-09-11T04:00:00+00:00,20.36,86.77268,8.6,62.4,underway
V002,2026-09-11T04:20:00+00:00,20.39932,86.83014,12.0,54.0,underway
V002,2026-09-11T04:40:00+00:00,20.44673,86.86765,10.6,36.7,underway
V002,2026-09-11T05:00:00+00:00,20.50593,86.89659,11.7,24.8,underway
V002,2026-09-11T05:20:00+00:00,20.54443,86.90765,10.5,186.9,underway
V002,2026-09-11T05:40:00+00:00,20.47655,86.91081,12.2,177.5,underway
V002,2026-09-11T06:00:00+00:00,20.41761,86.93129,11.1,161.8,underway
V002,2026-09-11T06:20:00+00:00,20.35145,86.94845,12.2,166.2,underway
V002,2026-09-11T06:40:00+00:00,20.30681,86.95429,12.3,332.1,underway
V002,2026-09-11T07:00:00+00:00,20.34974,86.90781,11.0,314.4,underway
V002,2026-09-11T07:20:00+00:00,20.39297,86.88268,8.8,331.3,underway
V002,2026-09-11T07:40:00+00:00,20.43423,86.83447,11.0,312.2,underway
V002,2026-09-11T08:00:00+00:00,20.47432,86.78167,11.5,308.8,underway
V002,2026-09-11T08:20:00+00:00,20.47726,86.77257,10.4,117.5,underway
V002,2026-09-11T08:40:00+00:00,20.44486,86.81981,9.9,126.0,underway
V002,2026-09-11T09:00:00+00:00,20.42736,86.8693,8.9,110.5,underway
